post_id,comment_text,channel,timestamp,likes,shares,brand_mentioned,follower_count
P-0180,"Sistem seeding-nya masuk akal, gak ada lagi tim kuat ketemu di fase awal doang. 😅",instagram,2026-06-07T09:42:00Z,26,9,true,1048
P-0181,Voice chat resmi buat coordinator tim lag parah pas technical meeting. 🙏,telegram,2026-06-10T18:37:00Z,92,24,true,325
P-0182,"Casting-nya lucu dan enak didengerin, tapi kualitas streaming-nya perlu ditingkatin lagi. tim gw",telegram,2026-06-11T20:45:00Z,44,0,true,239
P-0183,Voice chat resmi buat coordinator tim lag parah pas technical meeting.,discord,2026-06-14T15:11:00Z,76,29,true,354
P-0184,"Panitia ganti rules mendadak sehari sebelum match, gak ada sosialisasi jelas. deh",twitter,2026-06-08T17:23:00Z,20,5,true,4839
P-0185,"Komunitasnya asik banget, tapi moderasi di grup official kadang kurang tegas. sih",instagram,2026-06-14T17:03:00Z,34,1,true,3563
P-0186,Kapan pengumuman bracket fase knockout keluar ya min?,discord,2026-06-11T12:10:00Z,50,1,true,991
P-0187,"Refund tiket yang dibatalin sampe sekarang belum cair, udah sebulan lebih.",discord,2026-06-12T09:52:00Z,66,22,true,533
P-0188,Prize pool untuk juara 4 sampai 8 itu dibagi rata apa beda-beda? tim gw,instagram,2026-06-12T08:16:00Z,39,4,true,1733
P-0189,"Overlay statistik pas live sering salah, bikin bingung yang lagi nonton.",discord,2026-06-14T09:06:00Z,29,2,false,802
P-0190,"Casting-nya lucu dan enak didengerin, tapi kualitas streaming-nya perlu ditingkatin lagi. tim gw 🔥",discord,2026-06-14T19:54:00Z,13,1,true,649
P-0191,Panitia kurang komunikasi soal perubahan format match H-1 sebelum hari-H.,discord,2026-06-13T08:37:00Z,71,17,true,507
P-0192,Kapan pengumuman bracket fase knockout keluar ya min?,instagram,2026-06-14T20:44:00Z,59,8,false,2563
P-0193,"Bagus banget nih refund-nya, cuma nunggu sebulan doang, cepet kan ya.",discord,2026-06-12T13:41:00Z,72,6,true,440
P-0194,"Panitia ramah banget sih orangnya, tapi sistem war tiket-nya masih perlu banyak perbaikan. (match kemarin) 🔥",instagram,2026-06-09T14:01:00Z,13,12,true,1451
P-0195,"Streaming quality turun drastis begitu penonton makin rame, servernya kurang kuat kayaknya. (match kemarin)",twitter,2026-06-13T16:49:00Z,28,12,true,2048
P-0196,"Link streaming cadangan gak disediain pas server utama down, penonton pada kebingungan.",telegram,2026-06-12T18:02:00Z,35,10,true,854
P-0197,"Refund tiket yang dibatalin sampe sekarang belum cair, udah sebulan lebih. pas semifinal 🙏",instagram,2026-06-10T19:50:00Z,90,2,true,3273
P-0198,"Kapan war tiket season depan dibuka, biar bisa siap-siap dari sekarang.",instagram,2026-06-12T11:34:00Z,40,1,true,3889
P-0199,Kapan pengumuman bracket fase knockout keluar ya min?,instagram,2026-06-11T07:15:00Z,49,10,true,1948
P-0200,"Server match kemarin lag parah pas grand final, bikin momen penting jadi kacau.",twitter,2026-06-13T12:39:00Z,64,10,true,7067
P-0201,"Admin lambat respon bgt soal komplain pembayaran, udah 3 hari gak dibales. squad kita",instagram,2026-06-08T14:38:00Z,55,17,true,1039
P-0202,"Venue kece, sound system oke, tapi antrian masuknya berantakan bgt gak ada yang atur.",instagram,2026-06-10T07:38:00Z,30,0,false,2915
P-0203,"Streaming quality turun drastis begitu penonton makin rame, servernya kurang kuat kayaknya.",instagram,2026-06-13T12:16:00Z,28,20,true,2796
P-0204,"MC-nya kurang persiapan, banyak salah nyebut nama tim pas pengumuman.",telegram,2026-06-10T07:12:00Z,32,22,false,864
P-0205,Boleh minta link rules lengkap versi PDF gak buat dibaca offline? woy,telegram,2026-06-11T23:37:00Z,29,3,true,672
P-0206,"Streaming-nya putus-putus terus pas partai final, kecewa banget nontonnya.",twitter,2026-06-08T18:08:00Z,99,5,true,5379
P-0207,"Match day berjalan lancar, gak ada kendala teknis berarti minggu ini.",instagram,2026-06-08T23:31:00Z,28,2,false,3571
P-0208,"Wah keren banget ya servernya, lag pas final doang, biasa aja itu mah. @admin",instagram,2026-06-11T23:12:00Z,77,17,true,2625
P-0209,"Delay pertandingan udah 2 jam tanpa info jelas, gimana sih panitianya. woy",telegram,2026-06-09T17:21:00Z,47,16,true,521
P-0210,"Kualitas mic komentator jelek bgt, suaranya pecah terus sepanjang siaran.",telegram,2026-06-11T11:19:00Z,25,30,true,801
P-0211,"Panitia sigap banget pas ada laporan cheat dari peserta, langsung ditindak. ya",twitter,2026-06-13T08:14:00Z,60,9,true,5940
P-0212,Kapan biasanya hasil technical meeting diumumin ke publik?,twitter,2026-06-11T19:43:00Z,44,12,true,5294
P-0213,"Venue kece, sound system oke, tapi antrian masuknya berantakan bgt gak ada yang atur.",discord,2026-06-08T10:11:00Z,12,9,false,295
P-0214,"Ada bug di sistem skor pas fase grup, parah banget ganggu penilaian.",discord,2026-06-13T17:03:00Z,91,28,true,676
P-0215,"Top markotop jadwalnya, delay 2 jam tanpa kabar, panitia emang totalitas.",discord,2026-06-08T08:30:00Z,76,3,true,621
P-0216,"Mohon info dong kalau ada turnamen Free Fire selanjutnya, pengen ikut lagi. woy",telegram,2026-06-11T19:00:00Z,21,4,true,199
P-0217,"Streaming-nya jernih banget kali ini, kamera angle-nya juga enak ditonton.",twitter,2026-06-20T18:27:00Z,47,0,true,4184
P-0218,"Match day kemarin seru banget, panitia on point ngatur jadwalnya. 🔥",discord,2026-06-21T19:41:00Z,51,11,true,610
P-0219,"Link streaming cadangan gak disediain pas server utama down, penonton pada kebingungan. 😭",instagram,2026-06-16T20:22:00Z,35,28,false,2579
P-0220,"Suka sama konsep turnamennya, sayang komunikasi soal aturan masih simpang siur. 😭",telegram,2026-06-21T13:53:00Z,28,2,true,440
P-0221,Boleh minta link rules lengkap versi PDF gak buat dibaca offline? pas fase grup 😭,instagram,2026-06-17T13:13:00Z,33,11,false,1800
P-0222,"Merchandise official-nya keren, desainnya related banget sama tema turnamen taun ini. pas semifinal 🔥",discord,2026-06-17T17:01:00Z,6,8,true,1186
P-0223,"Streaming-nya jernih banget kok, buffering tiap 5 menit doang, lancar jaya.",instagram,2026-06-20T10:00:00Z,60,29,false,3286
P-0224,"MC-nya profesional banget, salah nama tim 5 kali dalam satu segmen, mantap. 🔥",telegram,2026-06-16T11:36:00Z,38,26,true,307
P-0225,Kapan biasanya hasil technical meeting diumumin ke publik?,discord,2026-06-21T10:09:00Z,56,6,false,872
P-0226,Follow ig aku dong buat giveaway skin ML gratis @random_acc123,telegram,2026-06-15T17:55:00Z,10,12,false,818
P-0227,"Koordinasi antara caster dan analis pas review match enak diikuti, gak membosankan. di server utama",discord,2026-06-20T14:34:00Z,16,3,true,954
P-0228,"Panitia sigap bgt pas ada laporan cheat dari peserta, langsung ditindak.",twitter,2026-06-15T12:02:00Z,19,11,true,5995
P-0229,"Streaming-nya jernih banget kok, buffering tiap 5 menit doang, lancar jaya. pas semifinal",twitter,2026-06-18T17:15:00Z,91,9,true,3917
P-0230,"Proses verifikasi akun peserta ribet banget, dokumen udah lengkap tapi masih ditolak.",instagram,2026-06-19T08:15:00Z,46,30,false,1530
P-0231,"Koordinasi antara caster dan analis pas review match enak diikuti, gak membosankan....",twitter,2026-06-18T14:17:00Z,57,0,false,2310
P-0232,"Overall pengalaman ikut turnamen ini positif, salut buat panitia. pas fase grup",discord,2026-06-17T10:04:00Z,10,3,true,1038
P-0233,"Highlight clip dari tiap match selalu di-upload cepat, enak buat nostalgia momen seru. 🔥",instagram,2026-06-20T07:06:00Z,43,1,true,1711
P-0234,"Biasa aja sih minggu ini, gak ada yang spesial tapi juga gak mengecewakan.",twitter,2026-06-18T12:22:00Z,25,2,false,4071
P-0235,Prize pool untuk juara 4 sampai 8 itu dibagi rata apa beda-beda? tim gw woy,discord,2026-06-21T16:00:00Z,27,10,true,1190
P-0236,Kapan pengumuman bracket fase knockout keluar ya min?,twitter,2026-06-19T13:37:00Z,17,2,true,5331
P-0237,"War tiket kali ini lebih tertib, sistem antrian onlinenya membantu banget.",twitter,2026-06-21T08:13:00Z,3,9,true,1629
P-0238,"Match day kemarin seru banget, panitia on point ngatur jadwalnya.",twitter,2026-06-19T11:03:00Z,13,8,true,3796
P-0239,"MC-nya profesional bgt, salah nama tim 5 kali dalam satu segmen, mantap. pas fase grup...",telegram,2026-06-21T18:17:00Z,46,3,true,685
P-0240,Match hari ini tayang jam berapa ya di jadwal terbaru?,twitter,2026-06-18T17:09:00Z,4,9,true,5391
P-0241,"Casting & host-nya lucu-lucu tapi tetep informatif, betah nonton sampe akhir. 🔥",twitter,2026-06-21T11:53:00Z,32,9,true,6074
P-0242,"Biasa aja sih minggu ini, gak ada yang spesial tapi juga gak mengecewakan.",twitter,2026-06-16T18:02:00Z,14,3,true,3019
P-0243,"Random question, ada yang punya rekomendasi setting sensitivity buat mobile gak.",discord,2026-06-15T23:01:00Z,54,10,false,1123
P-0244,"Komunitasnya solid banget, saling support walau beda tim jagoan. squad kita",instagram,2026-06-15T12:29:00Z,2,1,true,1631
P-0245,Ada rencana bikin divisi khusus buat pemain casual gak min? di server utama,telegram,2026-06-18T10:43:00Z,7,5,true,756
P-0246,"Streaming-nya jernih banget kali ini, kamera angle-nya juga enak ditonton.",twitter,2026-06-20T12:39:00Z,21,6,false,4368
P-0247,Ada yang tau format match-nya BO1 apa BO3 buat semifinal?,instagram,2026-06-17T20:41:00Z,16,11,true,2556
P-0248,"Casting-nya lucu dan enak didengerin, tapi kualitas streaming-nya perlu ditingkatin lagi. squad kita",twitter,2026-06-18T21:08:00Z,17,4,true,7774
P-0249,"Match day berjalan lancar, gak ada kendala teknis berarti minggu ini. pas fase grup woy",twitter,2026-06-21T07:36:00Z,6,4,true,4038
P-0250,Boleh tau kontak admin buat urusan sponsorship gak? 🔥,discord,2026-06-18T20:04:00Z,46,8,true,284
P-0251,"Bracket update-nya real-time, jadi gampang mantau tim jagoan sendiri. squad kita",telegram,2026-06-16T10:36:00Z,36,0,true,847
P-0252,Hadiah juara 3 belum dikirim padahal turnamen udah selesai 2 bulan lalu. di server utama,discord,2026-06-17T17:11:00Z,78,28,true,986
P-0253,"Slot war tiket kali ini adil, gak keburu diborong bot kayak dulu. pas fase grup",telegram,2026-06-26T15:23:00Z,6,12,true,854
P-0254,"Streaming-nya putus-putus terus pas partai final, kecewa bgt nontonnya.",telegram,2026-06-23T23:18:00Z,62,4,true,178
P-0255,Ada rencana bikin divisi khusus buat pemain casual gak min? woy,instagram,2026-06-25T22:46:00Z,8,5,true,1499
P-0256,"Biaya pendaftaran naik terus tiap season, agak berat buat tim kecil. woy",discord,2026-06-27T21:48:00Z,15,21,true,1149
P-0257,"Bracket adil kok menurut gw, cuma jadwalnya suka mundur-mundur tanpa pemberitahuan jelas. woy",discord,2026-06-26T07:44:00Z,7,12,false,688
P-0258,Match hari ini tayang jam berapa ya di jadwal terbaru? di server utama sih,instagram,2026-06-27T07:51:00Z,26,11,true,2756
P-0259,"Prize pool dan hadiah turnamen makin menarik tiap season, keep it up! squad kita",telegram,2026-06-24T16:44:00Z,57,10,true,509
P-0260,First!! ya,telegram,2026-06-26T13:38:00Z,8,8,true,741
P-0261,Btw lagu opening turnamennya enak banget judulnya apa ya.,twitter,2026-06-27T09:10:00Z,59,0,true,3379
P-0262,"Streaming quality turun drastis begitu penonton makin rame, servernya kurang kuat kayaknya.",twitter,2026-06-23T08:28:00Z,81,5,true,6030
P-0263,Kapan biasanya hasil technical meeting diumumin ke publik? min,twitter,2026-06-24T15:06:00Z,17,0,true,7229
P-0264,Boleh tau kontak admin buat urusan sponsorship gak?,telegram,2026-06-23T23:36:00Z,6,1,true,626
P-0265,"Nexus Cube emang beda kelasnya, turnamen paling niat taun ini!",twitter,2026-06-26T08:46:00Z,23,12,true,7245
P-0266,"Streaming quality turun drastis begitu penonton makin rame, servernya kurang kuat kayaknya. @admin",telegram,2026-06-27T22:12:00Z,28,3,true,741
P-0267,"Highlight clip dari tiap match selalu di-upload cepat, enak buat nostalgia momen seru. @admin",twitter,2026-06-26T19:29:00Z,39,3,true,1715
P-0268,"Wah keren banget ya servernya, lag pas final doang, biasa aja itu mah. (match kemarin)",telegram,2026-06-22T08:38:00Z,42,26,true,271
P-0269,"Kualitas mic komentator jelek bgt, suaranya pecah terus sepanjang siaran.",discord,2026-06-22T20:16:00Z,45,16,true,832
P-0270,"Sistem anti-cheat-nya canggih banget tuh, cheater dibiarin main terus, hebat.",discord,2026-06-22T22:46:00Z,68,2,true,289
P-0271,"Venue parkirannya penuh dan gak ada pengaturan, jadi macet parah di luar.",discord,2026-06-26T11:59:00Z,68,28,true,340
P-0272,"Venue kece, sound system oke, tapi antrian masuknya berantakan banget gak ada yg atur. di server utama",discord,2026-06-26T17:34:00Z,33,9,true,1054
P-0273,"Kualitas mic komentator jelek banget, suaranya pecah terus sepanjang siaran. squad kita",discord,2026-06-26T12:16:00Z,28,21,true,937
P-0274,"Prize pool-nya emang gede, cuma sayang server-nya masih suka lag pas match penting. woy",discord,2026-06-25T15:47:00Z,9,9,true,756
P-0275,"Kecewa sama koneksi server, ini turnamen kedua kalinya kejadian lag pas final. 😅",twitter,2026-06-24T11:16:00Z,87,2,true,6309
P-0276,"Titip promo dikit, warung aku buka giveaway topup ya, cek bio.",discord,2026-06-27T17:32:00Z,41,0,false,791
P-0277,"Bracket update-nya real-time, jadi gampang mantau tim jagoan sendiri. squad kita min",twitter,2026-06-22T16:21:00Z,20,11,true,5347
P-0278,"Refund tiket yang dibatalin sampe sekarang belum cair, udah sebulan lebih. woy",twitter,2026-06-26T13:28:00Z,42,21,true,5684
P-0279,Panitia kurang komunikasi soal perubahan format match H-1 sebelum hari-H. ya,discord,2026-06-24T13:19:00Z,69,8,true,724
P-0280,Ada yg tau format match-nya BO1 apa BO3 buat semifinal?,discord,2026-06-25T10:03:00Z,17,9,true,685
P-0281,"Venue-nya keren, setup panggung sama lighting-nya bikin suasana makin hype. 🙏",discord,2026-06-26T17:41:00Z,23,6,true,1098
P-0282,Follow ig aku dong buat giveaway skin ML gratis @random_acc123 di server utama @admin,telegram,2026-06-26T22:41:00Z,42,1,true,337
P-0283,"Sistem anti-cheat-nya canggih bgt tuh, cheater dibiarin main terus, hebat.",telegram,2026-06-22T15:09:00Z,93,3,true,528
P-0284,"Bracket-nya jelas dan gampang dipahami, rules juga fair buat semua tim. (match kemarin) deh",instagram,2026-06-23T14:18:00Z,6,4,true,3998
P-0285,"Biasa aja sih minggu ini, gak ada yg spesial tapi juga gak mengecewakan. squad kita",instagram,2026-06-27T20:33:00Z,53,11,false,3012
P-0286,"Biasa aja sih minggu ini, gak ada yang spesial tapi juga gak mengecewakan. 🙏",telegram,2026-06-24T14:22:00Z,3,12,true,150
P-0287,"Interaksi admin di grup official ramah dan informatif, betah nanya-nanya. pas semifinal",instagram,2026-06-26T20:44:00Z,44,11,true,2275
P-0288,"Bagus banget nih refund-nya, cuma nunggu sebulan doang, cepet kan ya. (match kemarin)",twitter,2026-06-22T12:32:00Z,90,20,true,7753
P-0289,"Venue-nya kepanasan bgt, AC-nya kayak gak nyala, ganggu konsentrasi main.",twitter,2026-06-29T23:09:00Z,23,29,true,4193
P-0290,"Streaming quality turun drastis begitu penonton makin rame, servernya kurang kuat kayaknya. pas semifinal",twitter,2026-06-30T08:42:00Z,20,23,true,7555
P-0291,"Refund tiket yang dibatalin sampe sekarang belum cair, udah sebulan lebih. sih",instagram,2026-07-05T17:05:00Z,18,11,true,2907
P-0292,"Overlay statistik pas live sering salah, bikin bingung yang lagi nonton.",twitter,2026-06-30T21:18:00Z,30,8,true,5085
P-0293,"War tiket td error mulu pas checkout, keburu abis pas server-nya baru normal. (match kemarin)",instagram,2026-07-04T22:33:00Z,99,10,true,1648
P-0294,"Venue-nya kepanasan banget, AC-nya kayak gak nyala, ganggu konsentrasi main.",instagram,2026-07-03T07:41:00Z,73,2,true,2805
P-0295,"Top markotop jadwalnya, delay 2 jam tanpa kabar, panitia emang totalitas. 😅",discord,2026-07-05T13:52:00Z,96,21,true,972
P-0296,Hadiah juara 3 belum dikirim padahal turnamen udah selesai 2 bulan lalu. @admin,discord,2026-07-05T08:32:00Z,24,19,true,940
P-0297,"Link streaming cadangan gak disediain pas server utama down, penonton pada kebingungan. sih",instagram,2026-07-05T08:15:00Z,83,26,true,2538
P-0298,Prize pool untuk juara 4 sampai 8 itu dibagi rata apa beda-beda?,telegram,2026-06-29T15:50:00Z,43,12,true,208
P-0299,Boleh minta link rules lengkap versi PDF gak buat dibaca offline? 😭,telegram,2026-07-05T15:00:00Z,8,8,true,750
P-0300,"Venue-nya kepanasan banget, AC-nya kayak gak nyala, ganggu konsentrasi main.",twitter,2026-07-03T17:54:00Z,17,2,true,4198
P-0301,"Venue-nya kepanasan banget, AC-nya kayak gak nyala, ganggu konsentrasi main. squad kita @admin",telegram,2026-07-04T08:36:00Z,80,3,true,607
P-0302,"Server match kemarin lag parah pas grand final, bikin momen penting jadi kacau. 😭",discord,2026-07-04T15:25:00Z,41,22,true,651
P-0303,"Bracket adil kok menurut gw, cuma jadwalnya suka mundur-mundur tanpa pemberitahuan jelas. 😭",instagram,2026-07-02T16:40:00Z,44,1,true,1042
P-0304,"Delay pertandingan udah 2 jam tanpa info jelas, gimana sih panitianya. squad kita",twitter,2026-06-29T18:20:00Z,56,21,true,4577
P-0305,"Sistem anti-cheat-nya canggih banget tuh, cheater dibiarin main terus, hebat. 🔥",discord,2026-07-03T18:42:00Z,89,10,false,491
P-0306,"Proses verifikasi akun peserta ribet banget, dokumen udah lengkap tapi masih ditolak. pas fase grup",discord,2026-07-01T07:05:00Z,63,29,true,443
P-0307,"Biaya pendaftaran naik terus tiap season, agak berat buat tim kecil.",instagram,2026-07-01T20:30:00Z,35,20,true,3126
P-0308,"Streaming-nya jernih bgt kok, buffering tiap 5 menit doang, lancar jaya. pas fase grup 🔥",telegram,2026-06-30T16:37:00Z,33,19,true,524
P-0309,Ada rencana bikin divisi khusus buat pemain casual gak min? squad kita woy,twitter,2026-07-02T14:19:00Z,37,4,true,4722
P-0310,"Admin lambat respon banget soal komplain pembayaran, udah 3 hari gak dibales. pas semifinal @admin",twitter,2026-07-03T12:28:00Z,87,20,true,7928
P-0311,"Prize pool yang dijanjiin di poster beda sama yang diumumin pas final, kok bisa?",discord,2026-07-05T19:04:00Z,32,23,true,693
P-0312,"Info jadwal sering telat di-update, jadi banyak yang bingung match kapan mulai. ya",discord,2026-06-30T12:37:00Z,71,20,false,703
P-0313,"Overlay statistik pas live sering salah, bikin bingung yang lagi nonton. squad kita",telegram,2026-07-04T20:44:00Z,73,16,true,340
P-0314,"Match day kemarin seru banget, panitia on point ngatur jadwalnya. 😭",telegram,2026-06-30T22:37:00Z,5,7,true,888
P-0315,Nonton dari mana ya kalau streaming utamanya penuh?,instagram,2026-07-03T19:36:00Z,24,3,true,1752
P-0316,"Info jadwal sering telat di-update, jadi banyak yang bingung match kapan mulai. squad kita...",instagram,2026-06-29T10:21:00Z,44,27,true,1678
P-0317,"Prize pool yg dijanjiin di poster beda sama yg diumumin pas final, kok bisa? sih",twitter,2026-07-03T14:30:00Z,80,18,true,5300
P-0318,"Respon admin gercep banget ya, cuma 4 hari baru dibales, keren emang. woy",instagram,2026-06-29T08:46:00Z,97,21,true,1789
P-0319,"Admin lambat respon banget soal komplain pembayaran, udah 3 hari gak dibales. tim gw ya",telegram,2026-07-05T17:38:00Z,61,6,true,729
P-0320,"Link streaming cadangan gak disediain pas server utama down, penonton pada kebingungan. woy",telegram,2026-06-30T15:18:00Z,57,15,true,411
P-0321,"Kecewa sama koneksi server, ini turnamen kedua kalinya kejadian lag pas final.",twitter,2026-07-02T18:37:00Z,43,21,true,5096
P-0322,"Bracket adil kok menurut gw, cuma jadwalnya suka mundur-mundur tanpa pemberitahuan jelas.",telegram,2026-06-30T20:52:00Z,13,7,true,411
P-0323,"Prize pool-nya jujur bener nih, beda sama poster doang, transparan banget.",instagram,2026-06-29T12:28:00Z,99,23,true,3550
P-0324,"Suka sama konsep turnamennya, sayang komunikasi soal aturan masih simpang siur. pas semifinal 😭",discord,2026-07-01T20:48:00Z,52,10,false,479
P-0325,Boleh tau kontak admin buat urusan sponsorship gak? deh,telegram,2026-07-07T09:43:00Z,11,6,true,538
P-0326,"Streaming-nya jernih banget kok, buffering tiap 5 menit doang, lancar jaya.",twitter,2026-07-10T23:07:00Z,28,11,true,3642
P-0327,Jadwal rilis di awal season bikin gampang atur waktu buat nonton semua match.,discord,2026-07-09T18:44:00Z,56,1,false,241
P-0328,"Prize pool dan hadiah turnamen makin menarik tiap season, keep it up!",instagram,2026-07-08T10:11:00Z,57,7,true,3990
P-0329,"Panitia ramah banget sih orangnya, tapi sistem war tiket-nya masih perlu banyak perbaikan. sih",discord,2026-07-11T07:26:00Z,7,10,true,345
P-0330,"Tiket nonton offline war-nya susah banget, keburu abis dalam hitungan menit. (match kemarin)",discord,2026-07-11T07:57:00Z,17,18,true,1175
P-0331,"Sistem tie-break di fase grup gak jelas, bikin protes dari beberapa tim.",instagram,2026-07-09T16:47:00Z,30,7,true,1052
P-0332,Sistem laporan bug di form online-nya cepat direspon tim teknis.,twitter,2026-07-08T13:44:00Z,3,2,true,4234
P-0333,"Format pertandingannya seru, tapi proses refund kalau ada pembatalan agak lambat. pas fase grup",telegram,2026-07-07T21:03:00Z,36,3,true,763
P-0334,"Venue-nya keren, setup panggung sama lighting-nya bikin suasana makin hype. deh",instagram,2026-07-12T22:14:00Z,58,8,true,2396
P-0335,"Prize pool dan hadiah turnamen makin menarik tiap season, keep it up!",telegram,2026-07-12T09:14:00Z,37,0,false,666
P-0336,"Mohon info dong kalau ada turnamen Free Fire selanjutnya, pengen ikut lagi. tim gw",discord,2026-07-12T21:36:00Z,49,6,true,336
P-0337,"Casting-nya lucu dan enak didengerin, tapi kualitas streaming-nya perlu ditingkatin lagi. squad kita...",telegram,2026-07-06T18:05:00Z,25,9,false,528
P-0338,"Komunitasnya solid banget, saling support walau beda tim jagoan. pas fase grup",discord,2026-07-12T11:11:00Z,18,12,false,649
P-0339,"Kualitas produksi turnamen ini naik drastis dibanding season lalu, apresiasi tim produksinya. di server utama...",telegram,2026-07-10T20:07:00Z,5,1,true,603
P-0340,"GG buat panitia, semua match on time gak ada delay sama sekali.",discord,2026-07-09T12:47:00Z,51,2,true,670
P-0341,"Kapan war tiket season depan dibuka, biar bisa siap-siap dari sekarang.",discord,2026-07-10T20:41:00Z,7,12,true,341
P-0342,"Bracket-nya jelas dan gampang dipahami, rules juga fair buat semua tim.",discord,2026-07-06T15:58:00Z,18,0,true,360
P-0343,"Venue-nya keren, setup panggung sama lighting-nya bikin suasana makin hype. (match kemarin)",discord,2026-07-10T09:31:00Z,50,10,true,482
P-0344,Jadwal rilis di awal season bikin gampang atur waktu buat nonton semua match. woy,discord,2026-07-10T09:36:00Z,37,2,true,538
P-0345,First!! 😅,telegram,2026-07-10T22:32:00Z,50,11,true,472
P-0346,"Standar aja pengalamannya, sesuai ekspektasi lah. squad kita ya",instagram,2026-07-07T10:18:00Z,32,0,true,1221
P-0347,"Suka sama konsep turnamennya, sayang komunikasi soal aturan masih simpang siur. 🔥",telegram,2026-07-12T09:56:00Z,11,7,true,794
P-0348,"Komunitasnya asik banget, tapi moderasi di grup official kadang kurang tegas. pas fase grup",telegram,2026-07-10T22:33:00Z,28,9,true,568
P-0349,Prize pool untuk juara 4 sampai 8 itu dibagi rata apa beda-beda?,telegram,2026-07-11T14:06:00Z,26,11,true,299
P-0350,"Biasa aja sih minggu ini, gak ada yg spesial tapi juga gak mengecewakan. pas semifinal",twitter,2026-07-09T20:29:00Z,20,4,false,2661
P-0351,Kapan biasanya hasil technical meeting diumumin ke publik? sih,instagram,2026-07-12T17:14:00Z,3,7,false,1556
P-0352,"GG buat panitia, semua match on time gak ada delay sama sekali.",discord,2026-07-07T20:41:00Z,18,11,false,907
P-0353,"Merchandise official-nya keren, desainnya related banget sama tema turnamen taun ini. pas semifinal",discord,2026-07-07T12:34:00Z,46,6,true,570
P-0354,Nonton dari mana ya kalau streaming utamanya penuh?,twitter,2026-07-06T16:11:00Z,32,3,true,7649
P-0355,"Refund tiket yg dibatalin sampe sekarang belum cair, udah sebulan lebih. squad kita",twitter,2026-07-07T20:37:00Z,74,3,true,1828
P-0356,"Ada bug di sistem skor pas fase grup, parah banget ganggu penilaian. pas semifinal @admin",instagram,2026-07-08T10:46:00Z,99,21,true,2934
P-0357,Match hari ini tayang jam berapa ya di jadwal terbaru? pas fase grup,twitter,2026-07-08T12:11:00Z,54,1,true,5547
P-0358,"Prize pool nya gede banget taun ini, makin semangat push rank buat kualifikasi.",twitter,2026-07-06T13:56:00Z,53,6,true,4708
P-0359,"Venue kece, sound system oke, tapi antrian masuknya berantakan bgt gak ada yang atur. di server utama",twitter,2026-07-08T09:33:00Z,2,0,true,4932
P-0360,"Venue-nya keren, setup panggung sama lighting-nya bikin suasana makin hype.",instagram,2026-07-09T19:40:00Z,23,12,true,1145
